title,plot,director,cast,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,War,Western
Disaster L.A.,"After a meteor shower strikes Los Angeles, toxic smoke is released across the city causing people to physically change and become violent. A small group of survivors plans to vacate the city by heading to the coast.",Turner Clay,"Justin Ray, Jerod Meagher, Stefanie Estes, Ron Hanks",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
#Horror,Six preadolescent girls face a night of terror when the compulsive addiction of an online social media game turns a moment of cyber bullying into a night of insanity.,Tara Subkoff,"Sadie Seelert, Haley Murphy, Bridget McGarry, Blue Lindeberg",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
The Curse of Downers Grove,"A teen angst thriller at a high school gripped by an apparent curse that claims the life of a senior every year. Story follows a senior, Chrissie, who is skeptical, and another, Tracy, who believes that she may be the next victim.",Derick Martini,"Bella Heathcote, Lucas Till, Helen Slater, Penelope Mitchell",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Dark House,"When Nick Di Santo learns that his father is not only alive but can possibly reveal the origin of his sons dark gift, he sets out on a trip that takes him to an abandoned mansion he thought only existed in his childhood imagination.",Victor Salva,"Luke Kleintank, Alex McKenna, Anthony Rey, Zack Ward",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Escape from Tomorrow,"In a world of fake castles and anthropomorphic rodents, an epic battle begins when an unemployed fathers sanity is challenged by a chance encounter with two underage girls on holiday.",Randy Moore,"Roy Abramsohn, Elena Schuber, Katelynn Rodriguez, Jack Dalton",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Rizen,"The year is 1955. NATO and the Allied Forces have been conducting secret, occult experiments in a bid to win the Arms Race. Now, they have finally succeeded but what the Army has unleashed threatens to tear our world apart. One woman must lead the only survivors past horrors that the military has no way to control  and fight to close what should never have been opened.",Matt Mitchell,"Sally Phillips, Tom GoodmanHill, Julian RhindTutt, Adrian Edmondson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Potato Salad,When a deadly zombie virus infects a school in Germany it remains on the student Leo to save the world.,Michael David Pate,"Joyce Ilg, Torge Oelrich, Otto Waalkes, ErnstHerbert Albertsen",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anomalous,A young schizophrenic who felt threatened by a presence he was unable to define turns up gruesomely dead in his bathtub.,Hugo Stuven,"Lluís Homar, Christy Escobar, Edgar Fox, Adria Arjona",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Demon,"A bridegroom is possessed by an unquiet spirit in the midst of his own wedding celebration, in this clever take on the Jewish legend of the dybbuk.",Marcin Wrona,"Itay Tiran, Agnieszka Zulewska, Andrzej Grabowski, Tomasz Schuchardt",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vampyres,"Deep in the rural English countryside, two tempting daughters of Erebus, the woeful wraithlike phantoms Fran and Miriam, prey on the innocent and the foolishly brave to tread alone.",Víctor Matellano,"Marta Flich, Almudena León, Alina Nastase, Fele Martínez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Windmill,"Jennifer is an Australian girl on the run from her past who washes up in Amsterdam. In a desperate attempt to stay one step ahead of the authorities, she joins a coachload of tourists embarking on a tour of Hollands world famous windmills. When the bus breaks down in the middle of nowhere, she and the other tourists are forced to seek shelter in a disused shed beside a sinister windmill where, ...",Nick Jongerius,"Patrick Baladi, Ben Batt, Charlotte Beaumont, Fiona Hampton",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nothing Left to Fear,A familys journey toward a better life is interrupted by an unstable man of the cloth.,Anthony Leonardi III,"Anne Heche, James Tupper, Ethan Peck, Rebekah Brandes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Charnel House,A long abandoned slaughterhouse is transformed into modern lofts in a regentrified urban neighborhood. Soon after tenants move in they are tormented by a dark secret that has been trapped in the building for over 30 years.,Craig Moss,"Callum Blue, Nadine Velazquez, Makenzie Moss, Erik LaRay Harvey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Haunting in Connecticut 2: Ghosts of Georgia,"A young family moves into a historic home in Georgia, only to learn they are not the houses only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path.",Tom Elkins,"Abigail Spencer, Chad Michael Murray, Katee Sackhoff, Emily Alyn Lind",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Alleluia! The Devil's Carnival,Lucifer and his carnies are plotting against Heaven. This is how the war begins.,Darren Lynn Bousman,"Terrance Zdunich, Paul Sorvino, Adam Pascal, Marc Senter",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Don't Let Me Go,"An ailing father, who is about to undergo a potentially lifethreatening surgery, takes his teenage kids into the woods to try and recapture their early closeness, before he and his wife divorced and everything changed. But the three are swept into a supernatural adventure, in which only their Father, Chris, ""The Healer,"" has the ability to control their destinies. Lost in a haunted forest from ...",Giorgio Serafini,"Natalia Dyer, Isabelle Fuhrman, James Le Gros, Peter Bogdanovich",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Evil in Us,"While on a fourth of July holiday, six best friends fall victim to the insidious plan of a mysterious organization when they are unknowingly transformed into bloodthirsty cannibals.",Jason William Lee,"Debs Howard, Danny Zaporozan, Behtash Fazlali, Ian Collins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Witches,"Carnage, death, and despair await the ignoble remnants of a persecuted family who assemble for the wedding of their daughter on the eve of an evil 100yearold curse.",Brady Hall,"Persephone Apostolou, Danika Golombek, Megan Hensley, Macall Gordon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fanged Up,"A young rogue is thrown into prison for the weekend, unaware that the guards are bloodsucking vampires and the inmates are their victims.",Christian James,"Lauren Socha, Steven Berkoff, Terry Stone, Lucy Pinder",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restoration,"During home renovations, a young couple release a fiery spirit seeking retribution. To save themselves and set the spirit free, they must uncover the dire truth. But nothing is as simple as it seems...",Zack Ward,"Emily OBrien, Adrian Gaeta, Zack Ward, Sarah Ann Schultz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Atticus Institute,The story of a 1970s psychology lab in Pennsylvania where a case of demonic possession took place.,Chris Sparling,"Rya Kihlstedt, William Mapother, Sharon Maughan, Harry Groener",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Grave,"A man wakes up in the wilderness, in a pit full of dead bodies, with no memory and must determine if the murderer is one of the strangers who rescued him, or if he himself is the killer.",Gonzalo LópezGallego,"Sharlto Copley, Thomas Kretschmann, Josie Ho, Joseph Morgan",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Puppet Master: Axis Termination,"Since its inception in 1989, the ""Puppet Master Series"" has been our most celebrated, beloved, and enduring franchise. Its the most successful independent direct to video horror franchise of all time! With classic characters like Blade, Jester, Pinhead, Tunneler and Leech Woman returning to thrill dedicated fans and general audiences alike. For the 11th installment in the series, Charles Band ...",Charles Band,"Diana Prince, Jessica Morris, Robin Sydney, David DeCoteau",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Child Eater,A simple night of babysitting takes a horrifying turn when Helen realizes the boogeyman really is in little Lucas closet.,Erlingur Thoroddsen,"Cait Bliss, Colin Critchley, Jason Martin, Dave Klasko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halloween Awakening: The Legacy of Michael Myers,Halloween Awakening is a direct sequel to Halloween Resurrection that picks up right where it left off. Halloween Awakening attempts to tie together all aspects and plots within the entire franchise. Halloween Awakening takes the two diverging storylines within the franchise and combines them into one coherent legacy of Michael Myers.,Michael Leavy,"Tom Kane, Michael Leavy, Michael Pio Carone, Isabelle Kay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack & Diane,Dianes feelings for Jack  the girl she met over the summer  begin to manifest themselves in terrifying ways when she learns that her friend will soon be moving away.,Bradley Rust Gray,"Riley Keough, Juno Temple, Kylie Minogue, Jackson Ning",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Banshee Chapter,"Journalist Anne Roland explores the disturbing links behind her friends sudden disappearance, an ominous government research chemical, and a disturbing radio broadcast of unknown origin.",Blair Erickson,"Katia Winter, Ted Levine, Michael McMillian, Corey Moosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
[REC] 4: Apocalypse,"An illfated television reporter is rescued and sent on a voyage across the ocean, but she is followed by the deadly virus that has plagued her and numerous others.",Jaume Balagueró,"Manuela Velasco, Paco Manzanedo, Héctor Colomé, Ismael Fritschi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyborg X,"After XCorp, a radical weapons manufacturer, is taken over by a Cyber Virus, a group of survivors must fight to save humanity from the army of Machines the Virus now controls.",K King,"Eve Mauro, Danny Trejo, Rocky Myers, Adam Johnson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wildling,A blossoming teenager uncovers the dark secret behind her traumatic childhood.,Fritz Böhm,"Brad Dourif, Liv Tyler, Bel Powley, James Le Gros",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Patrick,"At a private clinic, a young nurse soon discovers that one of the comatose patients is quite sinister.",Mark Hartley,"Charles Dance, Rachel Griffiths, Sharni Vinson, Peta Sergeant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man Vs.,A mysterious stalker plague a reality tv survivalist furring his five days alone for a new season of his show in the northern Ontario wilderness; and the figure may not be human.,Adam Massey,"Chris Diamantopoulos, Chloe Bradt, Michael Cram, Kelly Fanson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Road Games,The sun drenched days of summer turn dark and ominous for hitchhiking duo Jack and Véronique when they become inexplicably entangled with a mysterious married couple and a local road kill collector in rural France.,Abner Pastoll,"Andrew Simpson, Joséphine de La Baume, Frédéric Pierrot, Barbara Crampton",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Alien Uprising,"The real ""battle"" is the insurgence within mankind itself.",Dominic Burns,"Bianca Brigitte VanDamme, Andrew Shim, Sean Brosnan, Simon Phillips",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rigor Mortis,A public housing tenement is plunged into a dark storm of supernatural chaos.,Juno Mak,"Anthony Chan, SiuHo Chin, Fat Chung, Kara Hui",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Grinn,"A man awakens in an empty house that he is unable to leave. Battling fatigue, injury and amnesia, and guided only by a cryptic voice on his phone, he begins piecing together fractured memories of the events that led him to be trapped. With a terrifying presence confining him inside the house, he ultimately discovers a truth more horrifying than he could have ever imagined.",Matthew Kalamane,"John Carroll, Sarah Leight, Michka Hawkins, Victor DiBartolomeo",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ClownTown,A group of friends get stranded in a seemingly deserted small town and find themselves stalked by a violent gang of psychopaths dressed as clowns.,Tom Nagel,"Brian Nagel, Lauren Compton, Andrew Staton, Katie Keene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Backtrack,"Psychologist Peter Bowers life is thrown into turmoil when he discovers a strange secret about his patients. Risking his own sanity, Peter delves into his past to uncover a terrifying secret which only he can put right. But is the reward worth risking more than a single life?",Michael Petroni,"Adrien Brody, Jenni Baird, Bruce Spence, Greg Poppleton",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
The Stakelander,"When his home of New Eden is destroyed by a revitalized Brotherhood and its new Vamp leader, Martin finds himself alone in the badlands of America with only the distant memory of his mentor and legendary vampire hunter, Mister, to guide him.","Dan Berk, Robert Olsen","Connor Paolo, Nick Damici, Laura Abramsen, AC Peterson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Field in England,"Amid the Civil War in 17thcentury England, a group of deserters flee from battle through an overgrown field. Captured by an alchemist, the men are forced to help him search to find a hidden treasure that he believes is buried in the field.",Ben Wheatley,"Julian Barratt, Peter Ferdinando, Richard Glover, Ryan Pope",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Stung,A fancy garden party turns into upper class prey when a colony of killer wasps mutates into seven foot tall predators.,Benni Diez,"Matt OLeary, Jessica Cook, Lance Henriksen, Clifton Collins Jr",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something Wicked,"As a young couple embarks upon their wedding plans, gruesome secrets from their past collide with sinister forces of the present to ensure these newlyweds do not live ""happilyeverafter.""",Darin Scott,"Shantel VanSanten, Brittany Murphy, Julian Morris, James Patrick Stuart",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Residue,The government coverup of the causes behind a massive explosion in a futuristic UK metropolis spur photo journalist Jennifer Preston on to search for the truth and in the process blow open a paranormal phenomenon haunting the city.,Alex Garcia Lopez,"Natalia Tena, Iwan Rheon, Jamie Draven, Danny Webb",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Replace,"Kiras skin starts to age rapidly, dry out and crumble away. But then she discovers that she can replace her own skin with somebody elses.",Norbert Keil,"Rebecca Forsythe, Lucie Aron, Barbara Crampton, Sean Knopp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L.A. Slasher,"Driven to rage over the tawdry excesses of reality television, a selfappointed cultural crusader kidnaps several very famous nobodies to make his point but his crimes only generate more tabloid frenzy.",Martin Owen,"Andy Dick, Mischa Barton, Eric Roberts, Abigail Wright",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jug Face,Jug Face tells the story of a pregnant teen trying to escape a backwoods community when she discovers that she may be sacrificed to a creature in a pit.,Chad Crawford Kinkle,"Sean Bridgers, Lauren Ashley Carter, Kaitlin Cullum, Larry Fessenden",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kuso,Events unfold after a devastating earthquake in Los Angeles.,Flying Lotus,"Hannibal Buress, George Clinton, David Firth, Arden Banks",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl in the Photographs,A bored young woman in a sleepy community called Spearfish starts receiving photographs of brutally murdered young women. Are they real or staged? The culprit is either a serial killer or some creep with a sick sense of humour.,Nick Simon,"Kal Penn, Claudia Lee, Kenny Wormald, Toby Hemingway",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Bunnyman Massacre,The adventures of Joe and Bunnyman know no limit of bloodlust and carnage. Bodies pile up as Bunnyman indiscriminately slaughters anything that crosses his path in a mutually beneficial relationship that gives Joe plenty of beef jerky to sell in his local store.,Carl Lindbergh,"David Scott, Joshua Lang, Julianne Dowler, Jennifer June Ross",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Barrens,A man takes his family on a camping trip and becomes convinced they are being stalked by the legendary monster of the New Jersey Pine Barrens: the Jersey Devil.,Darren Lynn Bousman,"Stephen Moyer, Mia Kirshner, Allie MacDonald, Peter DaCunha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reichsführer-SS,"The ReichsfuhrerSS Heinrich Himmler was Adolf Hitlers most loyal henchman and one of the most feared men of WWII. Surprisingly, he had only one problem... He had no stomach for murder! When the ReichsfuhrerSS becomes physically ill during the execution of Russian POWs on the Eastern front in 1941. Ruthless, careerist SS General Hans Shellenberg rats Himmler out to the Fuhrer, Adolf Hitler. ...",David B Stewart III,"David B Stewart III, Angelina Leigh, Chuck Maher, Martin Slamon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Dobaara: See Your Evil,Siblings Natasha and Kabir Merchant investigate an allegedly haunted mirror in their parents home in this official adaption of Oculus.,Prawaal Raman,"Adil Hussain, Huma Qureshi, Madalina Bellariu Ion, Lisa Ray",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
